Date_Time,DO_mg/L,DOsat,Temp _DegC,pH,Cond_uS/cm,TSS_mg/L,Turbidity_ntu,FP_mg/L,TP_mg/L,NOx_mg/L,NH_mg/L,Total Kjedahl Nitrogen,TN_mg/L,TOC_mg/L,DOC,Chla_mg/m3,SiO2_mg/L,ENT_cfu/100mL,FC_cfu/100mL
19/06/1984 00:00,,91,12.7,6.5,19,,2.5,0.004,0.012,,, ,,, ,4.52,7.486631016,,
20/06/1984 00:00,,91,11.7,6.8,20,,4.9,0.01,0.014,,, ,,, ,4.04,8.128342246,,
21/06/1984 00:00,,,,6.8,21,,2.6,,,,, ,,, ,2.89,,,
22/06/1984 00:00,,90,11.5,6.8,23.4,,7.5,0.007,0.014,,, ,,, ,2.68,5.989304813,,
25/06/1984 00:00,,88,10.7,7.2,23,,6,0.007,0.023,,, ,,2, ,3.84,8.128342246,,
25/06/1984 00:00,,98,12.7,7,21.7,,5,0.005,0.016,,, ,,, ,3.09,8.342245989,,
25/06/1984 00:00,,94,11.2,7,21.5,,5.1,0.008,0.015,,, ,,, ,3.13,8.128342246,,
25/06/1984 00:00,,92,10.8,7,21.8,,4.6,0.005,0.017,,, ,,, ,3.33,8.128342246,,
26/06/1984 00:00,,92,10,7.1,21,,3.1,0.006,0.015,,, ,,, ,3.57,8.128342246,,
26/06/1984 00:00,,92,11.2,7.1,21,,3.1,0.004,0.012,,, ,,, ,4.21,8.128342246,,
26/06/1984 00:00,,96,11.7,7.2,22.6,,2.7,0.006,0.012,,, ,,, ,3.82,8.342245989,,
26/06/1984 00:00,,94,11.8,7.1,23,,3.3,0.004,0.012,,, ,,, ,2.84,8.342245989,,
26/06/1984 00:00,,95,11.7,7.2,20.7,,3.5,0.004,0.013,,, ,,, ,3.74,8.128342246,,
26/06/1984 00:00,,94,11.3,7.1,24.3,,6,0.004,0.016,,, ,,, ,4.5,8.342245989,,
26/06/1984 00:00,,98,11.1,7.1,25.5,,5.6,0.005,0.019,,, ,,, ,3.4,8.128342246,,
26/06/1984 00:00,,92,10.8,7.2,27.7,,3.7,0.005,0.018,,, ,,, ,3.17,8.128342246,,
27/06/1984 00:00,,91,10.5,7.2,40.2,,6.3,0.008,0.024,,, ,,, ,7.61,6.631016043,,
27/06/1984 00:00,,96,11.3,7.2,43.1,,16.6,0.01,0.037,,, ,,, ,11.8,7.058823529,,
27/06/1984 00:00,,96,11.8,7.3,43.9,,6.4,0.014,0.028,,, ,,, ,8.93,6.844919786,,
27/06/1984 00:00,,93,11.5,7.2,43.2,,7.7,0.009,0.028,,, ,,, ,8.96,7.058823529,,
28/06/1984 00:00,,,,,33.5,,,,,,, ,,, ,5.91,,,
03/07/1984 00:00,,81,11.9,7.2,20,4,4,0.004,0.015,0.3,0.06,0.55,0.85,, ,3.6,9.411764706,,
04/07/1984 00:00,,,11.9,7.2,,4,,0.01,0.02,0.3,0.06,0.55,0.85,, ,,,,
09/07/1984 00:00,,97,10.6,7.1,18.4,,3.3,0.005,0.014,,, ,,, ,5.87,9.411764706,,
11/07/1984 00:00,,82,10.2,6.7,15,,4,0.003,0.01,,, ,,, ,2.92,10.05347594,,
17/07/1984 00:00,,97,12.6,7.1,16,,3,0.003,0.008,,, ,,3, ,5.2,9.197860963,,
23/07/1984 00:00,,88,12.6,7,16.2,,2,0.004,0.009,,, ,,6, ,3.13,9.411764706,,
25/07/1984 00:00,,91,12.2,7,15.3,,2,0.004,0.008,,, ,,, ,2.92,9.839572193,,
27/07/1984 00:00,,85,12.6,7,18.3,2,6,0.004,0.01,0.22,,0.35,0.57,, ,3.6,9.411764706,,
27/07/1984 00:00,,84,12.3,6.7,19,3,21,0.005,0.022,0.22,,0.45,0.67,, ,3.13,9.411764706,,
27/07/1984 00:00,,87,12.2,7,22.3,16,280,0.009,0.18,0.22,,0.4,0.62,, ,6.71,8.556149733,,
28/07/1984 00:00,,86,12.1,6.9,19,17,210,0.022,0.15,0.25,,0.5,0.75,, ,8.41,8.556149733,,
28/07/1984 00:00,,81,12,6.8,15.2,245,215,0.008,0.21,0.18,,0.8,0.98,, ,14.6,6.417112299,,
28/07/1984 00:00,,81,12.2,6.9,15.2,175,185,0.032,0.15,0.22,,0.5,0.72,, ,10.11,6.631016043,,
28/07/1984 00:00,,81,12,6.8,17,77,160,0.015,0.12,0.24,,0.55,0.79,, ,7.81,7.058823529,,
28/07/1984 00:00,,89,12.1,7,19.8,74,190,0.013,0.12,0.24,,0.5,0.74,, ,10.02,6.631016043,,
28/07/1984 00:00,,92,11,6.7,18.3,205,280,0.011,0.23,0.23,,0.2,0.43,, ,24.8,6.417112299,,
28/07/1984 00:00,,79,11.7,6.7,24.4,335,340,0.022,0.38,0.34,,0.6,0.94,, ,,7.058823529,,
28/07/1984 00:00,,101,12.4,6.7,21,310,210,0.011,0.33,0.26,,0.6,0.86,, ,,8.770053476,,
28/07/1984 00:00,,107,12.5,6.9,21,145,163,0.011,0.18,0.25,,0.5,0.75,, ,,8.983957219,,
28/07/1984 00:00,,111,12.4,7,19.9,120,161,0.008,0.17,0.23,,0.7,0.93,, ,,9.197860963,,
28/07/1984 00:00,,110,12.3,7,19.4,88,126,0.012,0.12,0.23,,0.5,0.73,, ,,9.411764706,,
29/07/1984 00:00,,102,12.2,6.5,15.4,45,70,0.011,0.062,0.23,,0.55,0.78,, ,,9.411764706,,
29/07/1984 00:00,,117,12.4,7,15,29,60,0.009,0.06,0.22,,0.4,0.62,, ,,9.411764706,,
29/07/1984 00:00,,116,12.1,7.1,14.7,20,33,0.006,0.044,0.22,,0.4,0.62,, ,,9.197860963,,
30/07/1984 00:00,,,,7,14,5,13,0.009,0.02,0.22,,0.4,0.62,, ,,9.625668449,,
30/07/1984 00:00,,115,12.7,6.8,15,9,14,0.005,0.018,0.22,, ,0.22,, ,,9.625668449,,
31/07/1984 00:00,,113,12.6,7.1,,,7.7,0.005,0.012,0.22,, ,0.22,, ,1.84,9.839572193,,
07/08/1984 00:00,,88,12.1,6.6,15.9,,20,0.011,0.029,0.25,, ,0.25,5, ,1.53,10.26737968,,
13/08/1984 00:00,,100,12.3,6.8,15.3,,8.8,0.005,0.016,,, ,,, ,2.18,10.05347594,,
22/08/1984 00:00,,76,11.8,6.7,14,,13.2,0.01,0.025,,, ,,, ,1.77,10.48128342,,
27/08/1984 00:00,,78,12.5,6.9,15.3,,14.8,0.014,0.025,0.29,,0.45,0.74,, ,2.01,10.69518717,,
03/09/1984 00:00,,101,14.6,7.1,13,,9.3,0.009,0.018,0.25,,0.4,0.65,5, ,4.55,10.26737968,,
10/09/1984 00:00,,59,12.6,6.8,19,,9,0.011,0.021,0.29,,0.35,0.64,, ,1.33,10.90909091,,
17/09/1984 00:00,,89,12,7,16,,10,0.009,0.02,0.29,,0.4,0.69,5, ,1.77,10.90909091,,
24/09/1984 00:00,,93,14.3,7,16.4,,7,0.007,0.015,0.23,,0.5,0.73,7, ,2.68,10.26737968,,
02/10/1984 00:00,,122,16.2,7.8,12,,5.7,0.005,0.012,,, ,,6, ,7.95,9.411764706,,
08/10/1984 00:00,,125,20.7,8,15.8,,4.9,0.005,0.016,0.15,,0.7,0.85,5, ,9.98,9.625668449,,
10/10/1984 00:00,,,21.8,7.5,18.1,,,,,,, ,,, ,7.91,,,
16/10/1984 00:00,,116,22,7.9,18.4,,4,0.004,0.013,0.08,,0.7,0.78,6, ,11.1,8.983957219,,
23/10/1984 00:00,,,,,,,,,,,, ,,, ,,,,
26/10/1984 00:00,,100,20.8,7.7,18,,4.9,0.008,0.019,0.02,,0.6,0.62,, ,11.03,6.631016043,,
30/10/1984 00:00,,99,18.6,7.7,18,,5.1,0.004,0.014,0.01,,0.5,0.51,5, ,11.88,5.989304813,,
06/11/1984 00:00,,108,20.4,7.5,19,,8.6,0.004,0.018,0.02,,0.5,0.52,5, ,9.45,5.13368984,,
14/11/1984 00:00,,94,19.3,7,15.2,,38,0.015,0.042,0.14,0.01,0.75,0.89,6, ,3.35,8.770053476,,
20/11/1984 00:00,,77,15.8,6.9,16,,7.5,0.012,0.022,0.23,0.01,0.33,0.56,2, ,2.06,10.69518717,,
27/11/1984 00:00,,99,21.3,7.1,15,,3.5,0.005,0.011,0.26,0.01,0.45,0.71,4, ,2.57,10.90909091,,
04/12/1984 00:00,,106,23.6,7.7,17,,5,0.006,0.011,0.11,0.03,0.4,0.51,4, ,8.39,10.26737968,,
10/12/1984 00:00,,103,20.8,7.4,17,,4,0.005,0.011,0.06,0.02,0.4,0.46,3, ,9.98,7.914438503,,
24/12/1984 00:00,,98,27.2,7.7,17,,7,,,,, ,,, ,6.96,,,
27/12/1984 00:00,,97,25.8,7.4,19,,6.6,0.005,0.017,,0.01,0.55,0.55,, ,10.53,7.058823529,,
02/01/1985 00:00,,100,26.7,7.4,16.5,,9.1,0.006,0.017,,0.04,0.55,0.55,, ,8.96,6.844919786,,
07/01/1985 00:00,,89,26,7.2,16,,8,0.004,0.015,0.01,0.09,0.7,0.71,5, ,8.18,6.844919786,,
15/01/1985 00:00,,103,27.1,7.3,18,,6.3,0.004,0.011,0.01,0.01,0.4,0.41,4, ,6.84,7.058823529,,
22/01/1985 00:00,,96,25.6,5.7,17,,7,0.006,0.016,,0.01,0.35,0.35,4, ,11.07,6.631016043,,
23/01/1985 00:00,,,,,,,,,,,, ,,, ,12.36,,,
25/01/1985 00:00,,,,,,,,,,,, ,,, ,5.66,,,
26/01/1985 00:00,,,,,,,,,,,, ,,, ,4.07,,,
28/01/1985 00:00,,,,,,,,,,,, ,,, ,4.53,,,
01/02/1985 00:00,,66,14.8,6.9,17,,9.7,0.003,0.006,0.26,0.01,0.25,0.51,6, ,0.68,11.55080214,,
03/02/1985 00:00,,69,16.1,7.1,17,,2.7,0.003,0.006,0.24,,0.3,0.54,7, ,0.93,10.90909091,,
05/02/1985 00:00,,92,21.6,7.2,16,,3.2,,,0.24,0.01,0.3,0.54,5, ,1.07,,,
08/02/1985 00:00,,84,21.2,7.1,16,,4.8,0.004,0.009,,, ,,, ,6.55,10.48128342,,
12/02/1985 00:00,,110,23.3,7.6,17,,3.8,0.005,0.008,0.15,0.04,0.45,0.6,6, ,4.7,10.26737968,,
19/02/1985 00:00,,99,21,7.6,17.5,,5.4,0.005,0.01,0.07,0.01,0.35,0.42,6, ,13.47,9.625668449,,
26/02/1985 00:00,,113,22.2,7.5,18,,6.5,0.007,0.012,0.04,0.02,0.4,0.44,6, ,11.15,9.197860963,,
05/03/1985 00:00,,98,24.5,7.5,18,,6.6,0.006,0.012,0.03,0.03,0.45,0.48,5, ,7.56,8.983957219,,
09/03/1985 00:00,,,,,,,,,,,, ,,, ,,,,
12/03/1985 00:00,,100,25.9,7,18,,5.9,0.007,0.013,0.01,0.01,0.45,0.46,5, ,7.56,8.770053476,,
19/03/1985 00:00,,100,23.7,7.5,18,,8.7,0.006,0.014,0.03,0.03,0.45,0.48,6, ,7.2,8.128342246,,
01/04/1985 00:00,,,27.7,7.3,15,3,5,0.006,0.019,0.03,0.09,0.75,0.78,4, ,4.28,3.636363636,,
11/04/1985 00:00,,88,23.2,6.9,13,,5.7,,0.018,0.07,0.02,0.25,0.32,, ,5.29,6.631016043,,
22/04/1985 00:00,,93,19,7.1,32,,5.6,0.006,0.015,0.08,0.04,0.3,0.38,6, ,5.75,8.342245989,,
26/04/1985 00:00,,,18.1,7,22,,6.5,,,,, ,,, ,,,,
02/05/1985 00:00,,,19.5,7,28,,20,,,,, ,,, ,,,,
03/05/1985 00:00,,100,16.9,6.7,16,,110,0.053,0.12,0.2,0.01,0.55,0.75,, ,7.74,11.3368984,,
09/05/1985 00:00,,81,17,6.7,12,,20,0.018,0.037,0.14,0.02,0.3,0.44,4, ,2.37,7.058823529,,
16/05/1985 00:00,,79,16,6.5,11,,11.9,0.008,0.023,0.15,0.01,0.25,0.4,3, ,4.82,6.631016043,,
23/05/1985 00:00,,90,14.4,6.8,14,,7.3,0.004,0.017,0.16,0.01,0.25,0.41,10, ,7.83,7.058823529,,
30/05/1985 00:00,,96,15.7,7,15,,4.7,0.003,0.013,0.13,0.01,0.25,0.38,, ,6.2,7.058823529,,
06/06/1985 00:00,,92,13.8,6.9,16,,9.6,0.006,0.017,0.2,0.02,0.4,0.6,, ,6.11,7.058823529,,
14/06/1985 00:00,,83,12,6.8,29,,40,0.033,0.073,0.33,0.16,0.8,1.13,7, ,1.67,8.342245989,,
19/06/1985 00:00,,97,13.3,7.8,25,,25,0.048,0.078,0.46,0.15,0.7,1.16,, ,4.52,8.128342246,,
26/06/1985 00:00,,80,11.4,6.9,22.8,,17.8,0.038,0.064,,, ,,, ,1.79,8.128342246,,
01/07/1985 00:00,,85,11.8,6.8,23,,16,0.029,0.058,0.37,0.01,0.5,0.87,, ,5.46,8.128342246,,
08/07/1985 00:00,,,,,,,,,,,, ,,, ,,,,
19/07/1985 00:00,,,,,,,,,,,, ,,, ,,,,
22/07/1985 00:00,,,,,,,,,,,, ,,, ,,,,
26/07/1985 00:00,,94,11,7.3,23.4,,12.8,0.007,0.021,0.25,0.02,0.5,0.75,, ,10.46,7.914438503,,
01/08/1985 00:00,,90,10.9,7,31,,7.9,0.01,0.026,0.24,0.03,0.6,0.84,, ,11.15,7.486631016,,
06/08/1985 00:00,,99,11.2,7.1,29,,7.2,0.013,0.024,0.32,0.04,0.55,0.87,, ,8.86,7.058823529,,
12/08/1985 00:00,,119,13.8,7.3,34,,5,0.012,0.021,0.28,0.02,1.2,1.48,, ,7.64,6.417112299,,
27/08/1985 00:00,,102,13.1,7.3,35,,6,0.007,0.022,0.19,0.02,0.6,0.79,, ,15.98,2.56684492,,
10/09/1985 00:00,,103,15.3,7.5,32,,4.9,0.007,0.018,0.09,0.02,0.55,0.64,5, ,16.63,0.213903743,,
12/09/1985 00:00,,,,,,,,,,,, ,,, ,,,,
16/09/1985 00:00,,126,19.1,7.3,28,,8.2,0.003,0.017,0.06,0.04,0.65,0.71,6, ,16.57,0.427807487,,
30/09/1985 00:00,,,,,,,,,,,, ,,, ,,,,
14/10/1985 00:00,,108,18.4,7.5,35,,5.9,0.007,0.02,0.01,0.01,0.7,0.71,1, ,12.73,0.213903743,,
15/10/1985 00:00,,,,,,,,,,,, ,,, ,,,,
16/10/1985 00:00,,,16.1,6.4,11,,180,0.014,0.12,0.04,0.02,0.55,0.59,, ,9.68,4.278074866,,
18/10/1985 00:00,,88,16.6,6.8,13.5,,27,0.008,0.036,0.06,0.01,0.4,0.46,, ,4.31,4.49197861,,
21/10/1985 00:00,,83,14.6,6.8,16.4,,10.3,0.006,0.02,0.12,0.02,0.3,0.42,, ,1.83,7.700534759,,
28/10/1985 00:00,,,,,,,,,,,, ,,, ,,,,
04/11/1985 00:00,,83,14.8,7.1,17.4,,4.7,0.008,0.016,0.14,,0.35,0.49,3, ,1.77,8.770053476,,
11/11/1985 00:00,,82,17.9,7,18,13,61,0.011,0.054,0.2,0.14,1,1.2,7, ,1.6,8.128342246,,
18/11/1985 00:00,,101,18.9,7.1,17.8,,11.3,0.006,0.019,0.18,0.02,0.45,0.63,2, ,3.43,8.983957219,,
02/12/1985 00:00,,91,19.9,6.9,21.2,,21,0.015,0.03,0.24,0.06,0.55,0.79,3, ,4.34,7.272727273,,
16/12/1985 00:00,,93,23,7,15,,54,0.011,0.031,0.19,0.03,0.4,0.59,4, ,5.67,7.486631016,,
30/12/1985 00:00,,112,25.4,7.7,15.7,,5.2,0.012,0.015,,0.01,0.45,0.45,, ,5.88,6.203208556,,
13/01/1986 00:00,,114,25.5,7.4,16.9,,5.4,0.004,0.008,0.07,0.01,0.5,0.57,4, ,5.2,7.272727273,,
20/01/1986 00:00,,99,25.3,7.2,16,,7,0.003,0.018,0.01,0.01,0.45,0.46,, ,11.28,6.844919786,,
03/02/1986 00:00,,99,24.5,6.9,18.4,,4.6,0.003,0.013,0.03,0.02,0.45,0.48,5, ,4.96,5.989304813,,
17/02/1986 00:00,,109,26.6,7.5,24,,6.7,0.003,0.018,0.01,0.01,0.45,0.46,2, ,7.5,6.844919786,,
03/03/1986 00:00,,100,23.8,7.2,26.1,,6.2,0.004,0.013,0.01,0.01,0.45,0.46,5, ,8.66,6.631016043,,
18/03/1986 00:00,,102,25.3,7.3,28.5,,9,0.005,0.013,0.05,0.01,0.55,0.6,5, ,8.62,6.631016043,,
24/03/1986 00:00,,96,26,7.4,29.5,,6.7,0.004,0.014,0.03,0.02,0.4,0.43,5, ,5.2,6.844919786,,
07/04/1986 00:00,,82,21.8,7.2,27.7,,3.9,0.005,0.012,0.01,0.02,0.3,0.31,4, ,4.52,6.844919786,,
21/04/1986 00:00,,110,22.7,7.2,28,,8.5,0.005,0.014,0.01,0.02,0.45,0.46,, ,8.62,1.497326203,,
05/05/1986 00:00,,96,18.1,7.2,24,,7.8,0.004,0.013,0.02,0.02,0.4,0.42,5, ,7.06,0.64171123,,
19/05/1986 00:00,,102,17.8,7.3,23,,8.1,0.003,0.017,0.01,0.01,0.4,0.41,7, ,8.89,1.28342246,,
02/06/1986 00:00,,,,,,,,,,,, ,,, ,,,,
16/06/1986 00:00,,97,14.9,7.3,20,,4.8,0.004,0.012,0.01,0.01,0.35,0.36,7, ,5.88,4.278074866,,
23/06/1986 00:00,,104,12.4,7.4,20,,7,0.003,0.012,0.06,0.01,0.35,0.41,9, ,8.45,4.278074866,,
08/07/1986 00:00,,95,11.6,7.3,19,,5,0.003,0.014,0.07,0.01,0.3,0.37,3, ,4.52,3.422459893,,
21/07/1986 00:00,,98,12.8,7.4,21,,3.2,0.003,0.009,0.05,0.01,0.25,0.3,2, ,5.07,5.13368984,,
06/08/1986 00:00,,100,10.8,6.7,16,246,360,0.01,0.25,0.66,0.12,1.6,2.26,, ,,3.636363636,,
06/08/1986 00:00,,100,10.7,6.6,17,402,540,0.016,0.41,0.48,0.15,2.1,2.58,, ,,4.064171123,,
06/08/1986 00:00,,97,10.8,6.5,14,391,585,0.016,0.43,0.56,0.2,2,2.56,, ,,4.49197861,,
06/08/1986 00:00,,101,11.8,6.6,15,405,510,0.015,0.44,0.39,0.16,2.2,2.59,, ,,6.203208556,,
07/08/1986 00:00,,113,12.2,7,14,197,182,0.009,0.14,0.23,0.13,1,1.23,, ,,7.486631016,,
07/08/1986 00:00,,116,12.3,6.8,14,179,148,0.008,0.125,0.23,0.06,0.8,1.03,, ,,7.486631016,,
07/08/1986 00:00,,116,12.6,7.1,14,116,160,0.007,0.11,0.23,0.02,0.75,0.98,, ,,7.486631016,,
07/08/1986 00:00,,113,12.4,6.8,15,121,170,0.01,0.11,0.2,0.05,0.65,0.85,, ,,7.486631016,,
08/08/1986 00:00,,113,11.8,7,15,72,142,0.012,0.08,0.25,0.08,0.85,1.1,, ,,7.700534759,,
08/08/1986 00:00,,112,12.2,7,15,70,153,0.017,0.09,0.24,0.04,0.6,0.84,, ,,7.700534759,,
11/08/1986 00:00,,108,11.7,7.1,15,,151,0.011,0.085,0.27,0.04,0.5,0.77,8, ,2.21,8.128342246,,
18/08/1986 00:00,,96,11.8,6.9,15,,110,0.01,0.06,0.35,0.03,0.5,0.85,5, ,1.95,8.342245989,,
26/08/1986 00:00,,86,12.2,6.8,12,,161,,0.075,0.78,0.02,0.55,1.33,8, ,1.47,8.556149733,,
04/09/1986 00:00,,94,14.7,6.6,14,,77,0.014,0.052,0.46,0.04,0.4,0.86,5, ,3.65,8.770053476,,
08/09/1986 00:00,,94,13.5,6.8,14,,58,0.01,0.044,0.37,0.01,0.45,0.82,12, ,4.46,8.556149733,,
22/09/1986 00:00,,87,13.6,6.9,14.9,,59,0.011,0.042,0.46,0.01,0.4,0.86,5, ,2.21,9.411764706,,
13/10/1986 00:00,,,,,,,,,,,, ,,, ,,,,
20/10/1986 00:00,,109,16.4,7.2,13.6,,44,0.01,0.029,0.42,0.1,0.6,1.02,5, ,4.72,9.197860963,,
22/10/1986 00:00,,,,,,,,0.009,0.025,0.46,0.01,0.4,0.86,, ,,9.411764706,,
24/10/1986 00:00,,,,,,,,0.007,0.026,0.42,0.02,0.45,0.87,, ,,9.197860963,,
27/10/1986 00:00,,,,,,,,0.01,0.026,0.37,0.05,0.55,0.92,, ,,9.411764706,,
29/10/1986 00:00,,,,,,,,0.01,0.022,0.34,0.01,0.4,0.74,, ,,9.411764706,,
31/10/1986 00:00,,,,,,,,0.005,0.017,0.33,0.01,0.35,0.68,, ,,8.983957219,,
03/11/1986 00:00,,,,,,,,0.006,0.012,0.27,0.01,0.4,0.67,, ,,9.197860963,,
10/11/1986 00:00,,98,22,7,15.3,,9.3,0.005,0.012,0.22,0.06,0.4,0.62,6, ,5.43,8.556149733,,
11/11/1986 00:00,,,,,,,,0.004,0.01,0.22,0.02,0.4,0.62,, ,,8.556149733,,
14/11/1986 00:00,,,,,,,,,,,, ,,, ,,,,
17/11/1986 00:00,,98,17.5,7.2,16,,36,0.006,0.023,0.26,0.02,0.4,0.66,14, ,5.37,8.128342246,,
19/11/1986 00:00,,,,,,,,0.007,0.015,0.3,0.01,0.35,0.65,, ,,8.770053476,,
20/11/1986 00:00,,,17.6,,,48,91,,,,, ,,, ,,,,
21/11/1986 00:00,,,,6.8,,102,212,,,,, ,,, ,,,,
25/11/1986 00:00,,,,,,,,0.005,0.015,0.23,0.01,0.4,0.63,, ,,11.12299465,,
03/12/1986 00:00,,,14.3,6.5,,6,17.3,0.007,0.015,0.42,0.01,0.25,0.67,, ,,9.625668449,,
07/12/1986 00:00,,72,13,6.6,,7,19.3,,,,, ,,, ,,,,
08/12/1986 00:00,,92,16.2,6.8,13.6,,17.1,0.007,0.017,0.45,0.04,0.35,0.8,10, ,1.53,10.48128342,,
09/12/1986 00:00,,,,,,,,,0.015,0.41,0.01,0.25,0.66,, ,,10.26737968,,
15/12/1986 00:00,,,,,,,,,,,, ,,, ,,,,
17/12/1986 00:00,,,,,,,,0.008,0.014,0.29,0.02,0.35,0.64,, ,,9.625668449,,
29/12/1986 00:00,,107,26.8,7.6,17,,5.1,0.003,0.009,0.33,0.04,0.45,0.78,, ,5.43,8.983957219,,
30/12/1986 00:00,,,,,,,,,0.011,0.19,0.03,0.45,0.64,, ,,8.770053476,,
05/01/1987 00:00,,,,,,,,,0.017,0.12,0.03,0.55,0.67,, ,,8.128342246,,
12/01/1987 00:00,,99,27.5,7.3,16.6,,5,0.003,0.01,0.05,0.05,0.5,0.55,, ,3.36,8.128342246,,
14/01/1987 00:00,,,,,,,,,0.009,0.04,0.02,0.35,0.39,, ,,7.700534759,,
21/01/1987 00:00,,,,,,,,,0.012,0.01,0.01,0.3,0.31,, ,,7.058823529,,
27/01/1987 00:00,,103,27.8,7.3,16.9,,4.5,0.003,0.014,0.01,0.03,0.5,0.51,, ,6.55,6.844919786,,
29/01/1987 00:00,,,,,,,,,0.015,0.01,0.01,0.35,0.36,, ,,6.631016043,,
30/01/1987 00:00,,,,,,,,,,,, ,,, ,6.55,,,
02/02/1987 00:00,,96,29.2,7.3,17,,4.8,0.003,0.014,0.01,0.03,0.4,0.41,, ,5.4,6.631016043,,
05/02/1987 00:00,,,,,,,,,0.014,0.01,0.01,0.4,0.41,, ,,,,
12/02/1987 00:00,,,,,,,,,,0.01,0.06,0.5,0.51,, ,,6.844919786,,
18/02/1987 00:00,,,,,,,,,,0.01,0.01,0.3,0.31,, ,,5.13368984,,
23/02/1987 00:00,,89,23.7,7.1,17.6,,5.1,0.004,0.013,0.01,0.01,0.4,0.41,, ,8.59,4.919786096,,
03/03/1987 00:00,,,,,,,,0.27,0.44,0.01,0.01,0.4,0.41,, ,,4.49197861,,
04/03/1987 00:00,,,20.5,6.9,,,,,0.03,0.04,0.18,0.75,0.79,5, ,,,,
09/03/1987 00:00,,95,20.4,6.3,6.3,,13,0.004,0.013,0.04,0.02,0.3,0.34,8, ,2.21,6.844919786,,
13/03/1987 00:00,,,,,,10,,,,0.03,0.01,0.35,0.38,, ,,6.844919786,,
18/03/1987 00:00,,,,,,,,0.036,0.045,0.02,0.01,0.3,0.32,, ,,6.844919786,,
23/03/1987 00:00,,102,22.4,6.8,11,,5.1,0.001,0.009,0.01,0.04,0.4,0.41,, ,10.15,7.272727273,,
24/03/1987 00:00,,,,,,,,0.004,0.015,0.01,0.01,0.3,0.31,, ,,7.058823529,,
01/04/1987 00:00,,,,,,,,0.005,0.01,0.01,0.01,0.35,0.36,, ,,6.203208556,,
06/04/1987 00:00,,95,23,7,18.3,,7.4,0.004,0.01,0.03,0.01,0.4,0.43,, ,3.63,7.272727273,,
08/04/1987 00:00,,,,,,,,0.005,0.01,0.02,0.01,0.25,0.27,, ,,6.844919786,,
15/04/1987 00:00,,,,,,,,0.006,0.014,0.01,0.01,0.25,0.26,, ,,6.203208556,,
21/04/1987 00:00,,99,18.6,7.1,17.2,,8.6,0.002,0.01,0.02,0.01,0.3,0.32,, ,10.09,5.561497326,,
29/04/1987 00:00,,,,,,,,0.001,0.008,0.01,0.01,0.3,0.31,, ,,5.77540107,,
04/05/1987 00:00,,106,20,7.1,15.6,,7.7,0.006,0.015,0.01,0.03,0.45,0.46,, ,9.27,3.422459893,,
06/05/1987 00:00,,,,,,,,0.008,0.029,0.01,0.01,0.3,0.31,, ,,3.422459893,,
13/05/1987 00:00,,,,,,,,0.003,0.007,0.02,0.01,0.25,0.27,, ,,3.636363636,,
18/05/1987 00:00,,102,17.7,7,13.2,,6.5,0.016,0.021,0.03,0.01,0.2,0.23,, ,8.18,5.13368984,,
27/05/1987 00:00,,,,,,,,0.003,0.009,0.04,0.01,0.3,0.34,, ,,3.422459893,,
01/06/1987 00:00,,108,15.4,7.1,14.4,,6.1,0.002,0.007,0.03,0.01,0.15,0.18,, ,6.35,3.85026738,,
02/06/1987 00:00,,,,,,,,0.005,0.015,0.03,0.01,0.15,0.18,, ,,3.422459893,,
10/06/1987 00:00,,,,,,,,0.005,0.018,1.8,0.28,0.85,2.65,, ,,4.705882353,,
15/06/1987 00:00,,105,14.1,7,13.8,,5.3,0.002,0.011,0.09,0.02,0.2,0.29,5, ,6.79,4.919786096,,
16/06/1987 00:00,,,,,,,,0.001,0.014,0.1,0.02,0.3,0.4,, ,,5.347593583,,
23/06/1987 00:00,,,,,,,,0.001,0.005,0.07,0.01,0.1,0.17,, ,,5.77540107,,
29/06/1987 00:00,,101,12.7,7.1,13.7,,4.8,0.004,0.017,0.06,0.01,0.15,0.21,, ,9.24,5.347593583,,
09/07/1987 00:00,,,,,,,,0.004,0.008,,, ,,, ,,6.631016043,,
13/07/1987 00:00,,110,13,7.3,14.8,,5.2,0.011,0.014,0.07,0.01,0.2,0.27,, ,7.91,5.989304813,,
15/07/1987 00:00,,,12.5,7.3,,,,,0.04,0.06,0.12,1.2,1.26,, ,,,,
27/07/1987 00:00,,112,14.2,7.3,16,4,5,0.001,0.006,0.06,0.01,0.15,0.21,, ,5.6,6.203208556,,
30/07/1987 00:00,,,,,,,,0.009,0.012,0.06,0.01,0.1,0.16,, ,,6.631016043,,
10/08/1987 00:00,,105,14.5,7.1,17,,4.6,0.003,0.01,0.07,0.04,0.3,0.37,, ,6.52,8.128342246,,
12/08/1987 00:00,,,,,,,,,0.009,0.06,0.01,0.2,0.26,, ,,8.128342246,,
20/08/1987 00:00,,,,,,,,0.032,0.064,0.6,0.02,0.5,1.1,, ,,7.700534759,,
24/08/1987 00:00,,76,13.6,6.9,14.8,,19,0.009,0.032,0.29,0.01,0.3,0.59,, ,1.94,9.839572193,,
03/09/1987 00:00,,,,,,,,0.005,0.005,0.24,0.01,0.2,0.44,, ,,9.625668449,,
07/09/1987 00:00,,92,14.1,7.3,16,,4.6,0.007,0.011,0.2,0.01,0.35,0.55,, ,4.15,9.839572193,,
17/09/1987 00:00,,,,,,,,0.004,,0.18,0.02,0.5,0.68,, ,,9.411764706,,
