Date_Time,DO_mg/L,DOsat,Temp _DegC,pH,Cond_uS/cm,TSS_mg/L,Turbidity_ntu,FP_mg/L,TP_mg/L,NH_mg/L,NOx_mg/L,TKN_mg/L,TN_mg/L,TOC_mg/L,DOC_mg/L,Chla_mg/m3,SiO2_mg/L,ENT_cfu/100mL,FC_cfu/100mL
28/09/2010,9.6,103.8,18.4,7.74,279,,4.28,0.005,0.014,0.01,0.15,,0.39,, ,3.3,,21,21
28/09/2010,,,,,,,,0.003,0.014,0.01,0.15,,0.39,, ,3,,,
20/10/2010,8.8,94.5,18.5,7.75,307,,4.87,0.003,0.014,0.01,0.22,,0.53,, ,3.6,,25,24
20/10/2010,,,,,,,,0.003,0.014,0.01,0.22,,0.53,, ,3.3,,,
11/11/2010,8.3,95.7,21.9,7.42,305,,21.8,0.013,0.032,0.02,0.18,,0.53,, ,9.5,,150,240
11/11/2010,,,,,,,,0.012,0.039,0.01,0.17,,0.57,, ,7.4,,,
30/11/2010,6.1,71.1,22.5,7.42,392,,4.23,0.007,0.027,0.03,0.39,,0.86,, ,11.6,,100,350
30/11/2010,,,,,,,,0.007,0.028,0.03,0.39,,0.89,, ,11,,,
20/12/2010,7.4,84.2,21.5,7.26,198,,7.38,0.007,0.024,0.01,0.14,,0.51,, ,11.7,,49,66
20/12/2010,,,,,,,,0.007,0.022,0.01,0.14,,0.48,, ,10.6,,,
24/12/2010,,,,,,,,,,,,,,, ,,,,
24/12/2010,,,,,,,,,,,,,,, ,,,,
11/01/2011,6.5,79.5,24.9,7.43,261,,4.16,0.006,0.022,0.01,0.11,,0.44,, ,13.2,,60,53
11/01/2011,,,,,,,,0.007,0.025,0.01,0.1,,0.45,, ,9.8,,,
01/02/2011,8,101,27.3,7.68,278,,4.32,0.007,0.019,0.01,0.01,,0.37,, ,11.5,,51,81
01/02/2011,,,,,,,,0.007,0.02,0.01,0.01,,0.39,, ,11.9,,,
22/02/2011,7.9,94.6,24,7.41,268,,4.04,0.007,0.031,0.005,0.18,,0.61,, ,18.4,,39,52
22/02/2011,,,,,,,,0.007,0.031,0.005,0.18,,0.58,, ,28.3,,,
15/03/2011,8.4,104,23.2,7.61,299,,3.35,0.006,0.026,0.005,0.08,,0.48,, ,14.2,,16,36
15/03/2011,,,,,,,,0.006,0.022,0.005,0.09,,0.46,, ,14.4,,,
05/04/2011,8.2,91.3,20.3,7.47,136,,6.78,0.006,0.017,0.05,0.14,,0.4,, ,4.1,,38,79
05/04/2011,,,,,,,,0.005,0.016,0.05,0.14,,0.41,, ,3.8,,,
28/04/2011,9.7,103.8,18.6,7.69,219,,4.62,0.005,0.02,0.005,0.27,,0.59,, ,11.6,,22,38
28/04/2011,,,,,,,,0.005,0.021,0.005,0.27,,0.57,, ,11.7,,,
28/04/2011,,,,,,,,,,,,,,, ,,,,
28/04/2011,9.7,103.8,18.6,7.69,219,,4.62,,,,0.27,,,, ,,,,
17/05/2011,9.8,96.4,13.1,8.1,219,,6.14,0.005,0.016,0.02,0.25,,0.49,, ,5.2,,10,15
17/05/2011,,,,,,,,0.005,0.016,0.02,0.25,,0.49,, ,5.1,,,
10/06/2011,11.5,106.8,12.6,8,167,,6.46,0.005,0.013,0.02,0.17,,0.39,, ,2,,18,27
10/06/2011,,,,,,,,0.004,0.013,0.02,0.17,,0.39,, ,2.1,,,
30/06/2011,11.8,107.6,11.1,7.99,151,,4.81,0.004,0.014,0.01,0.2,,0.45,, ,4.8,,6,13
30/06/2011,,,,,,,,0.005,0.014,0.01,0.2,,0.46,, ,4.4,,,
18/07/2011,15,136.8,11.2,8.33,199,,3.64,0.003,0.015,0.005,0.34,,0.55,, ,5.4,,3,12
18/07/2011,,,,,,,,0.003,0.015,0.005,0.35,,0.55,, ,5.4,,,
08/08/2011,11.9,109.4,11.6,8.13,172,,3.66,0.004,0.013,0.01,0.17,,0.37,, ,3.9,,15,41
08/08/2011,,,,,,,,0.004,0.012,0.01,0.17,,0.36,, ,3.9,,,
15/08/2011,12.3,118.3,13.5,7.82,190,,4.47,,,,,,,, ,,,,
01/09/2011,10.9,110.3,15.1,8.24,252,4,5.06,0.007,0.023,0.005,0.16,,0.46,, ,12.3,,14,15
01/09/2011,,,,,,,,0.007,0.02,0.005,0.16,,0.45,, ,10.1,,,
13/09/2011,10.1,101.4,14.9,7.9,243,,4.06,,,,0.17,,,, ,,,,
19/09/2011,11,117,17.6,8.07,273,,3.27,0.004,0.016,0.005,0.19,,0.5,, ,11.3,,,
19/09/2011,,,,,,,,0.004,0.016,0.005,0.19,,0.49,, ,11.5,,,
10/10/2011,9.6,104.3,18.9,7.87,314,,4.26,0.005,0.017,0.005,0.17,,0.45,, ,6.1,,,
10/10/2011,,,,,,,,0.005,0.017,0.005,0.17,,0.43,, ,6.8,,,
31/10/2011,8.3,94.7,21.5,7.66,253,,3.81,0.006,0.023,0.005,0.27,,0.56,3.9,3.6,5.6,,,
31/10/2011,,,,,,,,0.006,0.021,0.01,0.27,,0.58,, ,4.8,,,
09/11/2011,8.6,104.7,25.3,7.26,209,,2.36,,,,0.06,,,, ,,,,
21/11/2011,7.7,90.9,23.6,7.43,256,,3.47,0.005,0.017,0.005,0.1,,0.38,, ,5,,,
21/11/2011,,,,,,,,0.005,0.017,0.005,0.1,,0.37,, ,7.4,,,
21/11/2011,,,,,,,,,,,,,,4,3.5,,,,
12/12/2011,8,88.9,20.6,7.52,223,,10.1,0.008,0.028,0.02,0.21,,0.54,, ,5.4,,,
12/12/2011,,,,,,,,0.008,0.025,0.02,0.21,,0.55,, ,5.3,,,
12/12/2011,,,,,,,,,,,,,,6,5.6,,,,
05/01/2012,8,98.7,25.7,8,225,,3.46,0.005,0.018,0.01,0.08,,0.41,, ,8.9,,,
05/01/2012,,,,,,,,0.005,0.018,0.005,0.08,,0.37,, ,8.6,,,
05/01/2012,,,,,,,,,,,,,,6,5.4,,,,
23/01/2012,7.7,94.7,25.1,7.32,255,,4.93,0.005,0.015,0.01,0.12,,0.4,, ,3.6,,,
23/01/2012,,,,,,,,0.006,0.015,0.01,0.12,,0.4,, ,3.7,,,
23/01/2012,,,,,,,,,,,,,,5.1,4.8,,,,
13/02/2012,8.5,97.7,22,7.17,169,,97,0.048,0.112,0.12,0.47,,1.49,, ,4.8,,,
13/02/2012,,,,,,,,0.049,0.11,0.12,0.47,,1.49,, ,4.4,,,
13/02/2012,,,,,,,,,,,,,,15.6,13.4,,,,
14/02/2012,8.2,91.2,20.4,7.08,182,,63.5,,,,0.39,,,, ,,,,
05/03/2012,9.1,103.8,21.7,7.17,136,,20.8,0.016,0.041,0.02,0.13,,0.55,, ,2.5,,,
05/03/2012,,,,,,,,0.016,0.045,0.02,0.13,,0.55,, ,2.6,,,
05/03/2012,,,,,,,,,,,,,,9.9,9,,,,
26/03/2012,9.2,104.5,21.6,7.15,162,,9.36,0.007,0.026,0.04,0.15,,0.49,, ,13.3,,,
26/03/2012,,,,,,,,0.007,0.026,0.04,0.15,,0.5,, ,13,,,
26/03/2012,,,,,,,,,,,,,,6.8,5.9,,,,
16/04/2012,8.9,101.5,21.5,7.49,234,,10.3,0.007,0.023,0.02,0.26,,0.66,, ,8.5,,,
16/04/2012,,,,,,,,0.007,0.023,0.02,0.26,,0.65,, ,8.5,,,
16/04/2012,,,,,,,,,,,,,,5.9,5.1,,,,
11/05/2012,9.9,104.7,16,7.51,231,,10.3,0.007,0.019,0.1,0.25,,0.64,, ,6.5,,,
11/05/2012,,,,,,,,0.008,0.019,0.1,0.26,,0.63,, ,6,,,
29/05/2012,10.3,98.3,13.1,7.67,290,,4.91,0.009,0.02,0.03,0.34,,0.6,, ,3.7,,,
29/05/2012,,,,,,,,0.009,0.019,0.03,0.35,,0.61,, ,3.6,,,
18/06/2012,11.6,112.8,13.8,7.39,201,,16.2,0.012,0.03,0.03,0.2,,0.5,, ,1.6,,,
18/06/2012,,,,,,,,0.012,0.029,0.03,0.19,,0.5,, ,1.7,,,
11/07/2012,11.5,109.3,12.2,7.95,203,,4.51,0.005,0.013,0.03,0.23,,0.46,, ,2.6,,,
11/07/2012,,,,,,,,0.004,0.013,0.03,0.23,,0.47,, ,2.7,,,
03/08/2012,12,107,10,7.73,257,,4.33,0.005,0.013,0.01,0.26,,0.54,, ,4.8,,,
03/08/2012,,,,,,,,0.006,0.013,0.01,0.26,,0.54,, ,4.5,,,
21/08/2012,11.7,113,13.6,7.61,257,,3.5,0.005,0.014,0.02,0.33,,0.61,, ,3.4,,,
21/08/2012,,,,,,,,0.004,0.014,0.02,0.33,,0.62,, ,3.7,,,
11/09/2012,10.8,115.4,18.3,7.58,233,,3.81,0.006,0.023,0.005,0.18,,0.43,, ,7.3,,,
11/09/2012,,,,,,,,0.006,0.022,0.005,0.18,,0.42,, ,4.6,,,
09/10/2012,8.8,93.5,18.4,7.6,346,,4.07,0.006,0.026,0.005,0.17,,0.5,, ,11.1,,,
09/10/2012,,,,,,,,0.006,0.025,0.005,0.17,,0.49,, ,12.1,,,
22/10/2012,8.6,95,19.9,7.79,366,,3.56,0.005,0.02,0.005,0.16,,0.49,, ,6.3,,,
22/10/2012,,,,,,,,0.005,0.019,0.005,0.16,,0.5,, ,7.5,,,
16/11/2012,7.6,86.9,21.9,7.75,313,,2.85,0.006,0.017,0.005,0.08,,0.38,, ,9.8,,,
16/11/2012,,,,,,,,0.005,0.016,0.005,0.08,,0.4,, ,10,,,
07/12/2012,8.6,102.2,23.4,7.71,377,,3.4,0.01,0.024,0.01,0.32,,0.73,, ,10.7,,,
07/12/2012,,,,,,,,0.009,0.023,0.01,0.32,,0.75,, ,10.6,,,
17/12/2012,7.8,90.8,22.5,7.59,333,,3.71,0.007,0.025,0.005,0.2,,0.57,, ,12.8,,,
17/12/2012,7.8,90.8,22.5,7.59,91,,3.71,0.008,0.025,0.005,0.22,,0.57,, ,13.2,,,
18/01/2013,9,116.1,27.9,7.98,393,,4.06,0.007,0.021,0.01,0.07,,0.45,, ,10.6,,,
18/01/2013,,,,,,,,0.008,0.021,0.01,0.07,,0.44,, ,10.5,,,
07/02/2013,7.7,91.4,23.6,7.69,271,,36.8,0.03,0.074,0.06,0.71,,1.5,, ,25.2,,,
07/02/2013,,,,,,,,0.029,0.072,0.06,0.72,,1.52,, ,22,,,
01/03/2013,7.1,81.1,21.4,7.44,183,,12.8,0.014,0.029,0.06,0.23,,0.65,, ,2.5,,,
01/03/2013,,,,,,,,0.013,0.03,0.06,0.23,,0.65,, ,2.8,,,
18/03/2013,8.2,95.8,23,8.15,200,,8.56,0.005,0.016,0.01,0.25,,0.54,, ,6.8,,,
18/03/2013,,,,,,,,0.005,0.017,0.02,0.26,,0.53,, ,5.7,,,
08/04/2013,8.5,97.5,21.8,7.49,227,,5.32,0.007,0.018,0.02,0.24,,0.49,, ,7.5,,,
08/04/2013,,,,,,,,0.005,0.014,0.02,0.22,,0.48,, ,6.9,,,
03/05/2013,8.2,86.6,17.6,7.8,259,,6.03,0.006,0.017,0.005,0.33,,0.58,, ,4,,,
03/05/2013,,,,,,,,0.006,0.017,0.005,0.33,,0.59,, ,4.3,,,
21/05/2013,10.3,103.1,15.5,7.6,313,,3.99,0.005,0.013,0.02,0.66,,0.89,, ,2.3,,,
21/05/2013,,,,,,,,0.005,0.013,0.02,0.68,,0.89,, ,2.4,,,
11/06/2013,10.1,98.8,13.9,7.58,257,,6.95,0.005,0.015,0.01,0.32,,0.56,, ,2.7,,,
11/06/2013,,,,,,,,0.006,0.016,0.01,0.32,,0.56,, ,3.3,,,
02/07/2013,11.2,109.4,13.6,6.6,118,,12,0.01,0.025,0.03,0.21,,0.52,, ,1.2,,,
02/07/2013,,,,,,,,0.01,0.025,0.03,0.21,,0.52,, ,1.2,,,
23/07/2013,10.8,99,11.2,7.43,229,,5.6,0.005,0.014,0.02,0.32,,0.55,, ,2,,,
23/07/2013,,,,,,,,0.007,0.014,0.02,0.32,,0.54,, ,2,,,
15/08/2013,10.6,102.3,13.4,7.87,294,,4,0.005,0.015,0.01,0.35,,0.56,, ,3.7,,,
15/08/2013,,,,,,,,0.005,0.016,0.01,0.35,,0.53,, ,4,,,
05/09/2013,10.8,113.4,17.6,8.08,301,,4.7,0.006,0.018,0.01,0.47,,0.75,, ,6.7,,,
05/09/2013,,,,,,,,0.005,0.018,0.01,0.47,,0.71,, ,6.6,,,
27/09/2013,9.8,105.5,18.7,7.58,194,,4.6,0.006,0.016,0.005,0.23,,0.48,, ,4,,,
27/09/2013,,,,,,,,0.007,0.015,0.01,0.22,,0.47,, ,3.7,,,
17/10/2013,10.1,114.3,21.4,7.83,195,,3.3,0.007,0.021,0.005,0.13,,0.42,, ,12.4,,,
17/10/2013,,,,,,,,0.005,0.023,0.005,0.12,,0.43,, ,12,,,
08/11/2013,8.9,111.1,25.8,7.3,211,,3.1,0.005,0.015,0.01,0.08,,0.42,, ,6.9,,,
08/11/2013,,,,,,,,0.004,0.015,0.005,0.08,,0.37,, ,8,,,
28/11/2013,8.9,103.7,22.6,7.22,185,,10,0.006,0.022,0.005,0.13,,0.39,, ,9.5,,,
28/11/2013,,,,,,,,0.007,0.023,0.005,0.13,,0.4,, ,10.5,,,
17/12/2013,8.4,104.2,25.7,7.29,212,,6.4,0.005,0.019,0.005,0.11,,0.41,, ,8,,,
17/12/2013,,,,,,,,0.005,0.016,0.005,0.11,,0.39,, ,6.8,,,
10/01/2014,7.3,88,24.6,7.19,266,,4.6,0.007,0.016,0.01,0.13,,0.41,, ,8.4,,,
10/01/2014,,,,,,,,0.005,0.016,0.005,0.12,,0.4,, ,6.1,,,
31/01/2014,8.5,106.3,26,7.77,237,,3.4,0.004,0.015,0.005,0.07,,0.35,, ,6.8,,,
31/01/2014,,,,,,,,0.005,0.015,0.01,0.06,,0.36,, ,6.9,,,
21/02/2014,7.6,95.5,26.8,7.68,256,,2.8,0.005,0.017,0.01,0.19,,0.47,, ,5.9,,,
21/02/2014,,,,,,,,0.004,0.016,0.01,0.18,,0.46,, ,4.6,,,
14/03/2014,7.6,90.7,23.3,7.39,236,,3.9,0.006,0.015,0.01,0.19,,0.46,, ,6.7,,,
14/03/2014,,,,,,,,0.007,0.02,0.01,0.18,,0.48,, ,5.8,,,
31/03/2014,8.5,95.2,20.6,6.87,125,,15,0.01,0.026,0.04,0.25,,0.6,, ,2.3,,,
31/03/2014,,,,,,,,0.009,0.025,0.04,0.25,,0.59,, ,1.4,,,
24/04/2014,9.4,103.5,20.1,7.01,157,,8.2,0.007,0.015,0.01,0.31,,0.55,, ,6.5,,,
24/04/2014,,,,,,,,0.007,0.015,0.01,0.32,,0.55,, ,6.2,,,
13/05/2014,9.8,103.4,17.9,7.82,184,,3,0.006,0.013,0.02,0.39,,0.59,, ,4.1,,,
13/05/2014,,,,,,,,0.007,0.013,0.02,0.39,,0.63,, ,6.2,,,
06/06/2014,9.3,91.5,14.6,7.92,216,,3.2,0.004,0.013,0.01,0.43,,0.67,, ,3.9,,,
06/06/2014,,,,,,,,0.004,0.013,0.01,0.42,,0.67,, ,4.1,,,
24/06/2014,10.7,100.2,12.3,7.63,275,,2.5,0.005,0.011,0.01,0.52,,0.74,, ,2.8,,,
24/06/2014,,,,,,,,0.005,0.011,0.01,0.52,,0.76,, ,3.1,,,
18/07/2014,,,,,,,,0.004,0.011,0.02,0.62,,0.87,, ,2.7,,,
18/07/2014,10.5,95.4,10.6,7.76,314,,2.2,0.005,0.011,0.01,0.63,,0.87,, ,2.6,,,
18/07/2014,,,,,,,,,,,,,,, ,,,,
07/08/2014,11.8,112,13,8.06,308,,1.9,0.003,0.011,0.005,0.47,,0.71,, ,3.3,,,
07/08/2014,,,,,,,,0.004,0.011,0.01,0.47,,0.7,, ,3.2,,,
07/08/2014,,,,,,,,,,,,,,, ,,,,
28/08/2014,11.4,110.2,13.4,7.45,111,,34,0.017,0.043,0.03,0.25,,0.73,, ,1.3,,,
28/08/2014,,,,,,,,0.016,0.043,0.03,0.25,,0.74,, ,1.6,,,
28/08/2014,,,,,,,,,,,,,,, ,,,,
16/09/2014,9.8,101.1,16.7,7.24,180,,4.5,0.006,0.015,0.06,0.26,,0.51,, ,5.4,,,
16/09/2014,,,,,,,,0.006,0.015,0.06,0.26,,0.5,, ,6,,,
16/09/2014,,,,,,,,,,,,,,, ,,,,
09/10/2014,8.7,98.3,21.8,7.39,215,,2.8,0.005,0.011,0.005,0.21,,0.43,, ,9.4,,,
09/10/2014,,,,,,,,0.004,0.011,0.005,0.21,,0.41,, ,9.9,,,
09/10/2014,,,,,,,,,,,,,,, ,,,,
30/10/2014,7.9,92.3,22.6,7.23,201,,2.8,0.005,0.018,0.23,0.09,,0.56,, ,3.7,,,
30/10/2014,,,,,,,,0.005,0.014,0.23,0.09,,0.55,, ,3.8,,,
30/10/2014,,,,,,,,,,,,,,, ,,,,
19/11/2014,8,98,25.5,7.15,182,,2.2,0.004,0.01,0.02,0.1,,0.37,, ,4.2,,,
19/11/2014,,,,,,,,0.004,0.011,0.03,0.11,,0.37,, ,4.2,,,
19/11/2014,,,,,,,,,,,,,,, ,,,,
16/12/2014,7.4,87.9,23.9,7.44,318,,18,0.007,0.021,0.01,0.29,,0.6,, ,9.8,,,
16/12/2014,,,,,,,,0.007,0.022,0.01,0.3,,0.62,, ,9.6,,,
16/12/2014,,,,,,,,,,,,,,, ,,,,
08/01/2015,6.5,81.4,26.7,7.26,264,,3,0.006,0.016,0.01,0.44,,0.74,, ,3.8,,,
08/01/2015,,,,,,,,0.006,0.015,0.01,0.41,,0.71,, ,3.1,,,
08/01/2015,,,,,,,,,,,,,,, ,,,,
23/01/2015,6.8,83.7,25.7,7.28,254,,4,0.007,0.017,0.07,0.44,,0.79,, ,6.5,,,
23/01/2015,,,,,,,,0.006,0.014,0.07,0.44,,0.76,, ,4,,,
23/01/2015,,,,,,,,,,,,,,, ,,,,
12/02/2015,9.2,118.6,28.3,7.81,271,,4,0.01,0.017,0.01,0.32,,0.71,, ,5.2,,,
12/02/2015,,,,,,,,0.01,0.018,0.01,0.33,,0.72,, ,5.2,,,
12/02/2015,,,,,,,,,,,,,,, ,,,,
04/03/2015,8.3,101.7,25.6,7.31,205,,7.8,0.006,0.016,0.02,0.23,,0.51,, ,3.2,,,
04/03/2015,,,,,,,,0.006,0.016,0.02,0.24,,0.52,, ,2.6,,,
04/03/2015,,,,,,,,,,,,,,, ,,,,
27/03/2015,7.9,92.2,22.9,7.16,199,,5.4,0.007,0.014,0.03,0.24,,0.49,, ,3.2,,,
27/03/2015,,,,,,,,0.005,0.014,0.03,0.24,,0.52,, ,4.8,,,
27/03/2015,,,,,,,,,,,,,,, ,,,,
14/04/2015,8.8,97.9,20.1,7.56,281,,8.8,0.006,0.017,0.06,0.49,,0.83,, ,4.7,,,
14/04/2015,,,,,,,,0.007,0.018,0.06,0.49,,0.87,, ,5.4,,,
14/04/2015,,,,,,,,,,,,,,, ,,,,
08/05/2015,9.9,99.9,15.7,7.2,131,,6.2,0.006,0.016,0.03,0.21,,0.52,, ,0.8,,,
08/05/2015,,,,,,,,0.006,0.015,0.03,0.22,,0.52,, ,0.7,,,
08/05/2015,,,,,,,,,,,,,,, ,,,,
28/05/2015,10,98.6,14.5,7.37,193,,4.5,0.007,0.016,0.02,0.6,,0.81,, ,2.8,,,
28/05/2015,,,,,,,,0.007,0.015,0.02,0.6,,0.8,, ,3.4,,,
28/05/2015,,,,,,,,,,,,,,, ,,,,
19/06/2015,10.1,95.6,12.6,7.63,507,,48,0.032,0.069,0.13,0.49,,0.99,, ,2.6,,,
19/06/2015,,,,,,,,0.035,0.07,0.13,0.5,,1,, ,2.5,,,
19/06/2015,,,,,,,,,,,,,,, ,,,,
16/07/2015,10,88.8,9.2,7.14,331,,18,0.008,0.027,0.01,0.67,,1.07,, ,11.8,,,
16/07/2015,,,,,,,,0.008,0.024,0.02,0.68,,1.07,, ,7.8,,,
16/07/2015,,,,,,,,,,,,,,, ,,,,
09/08/2015,10.4,98.6,11.2,6.98,325,,4,0.008,0.026,0.005,0.95,,1.2,, ,5.7,,,
09/08/2015,,,,,,,,0.008,0.025,0.005,0.93,,1.22,, ,6.7,,,
09/08/2015,,,,,,,,,,,,,,, ,,,,
28/08/2015,10.8,108,13.9,7.17,105,,17,0.008,0.025,0.02,0.24,,0.6,, ,2,,,
28/08/2015,,,,,,,,0.007,0.025,0.02,0.25,,0.59,, ,1.9,,,
28/08/2015,,,,,,,,,,,,,,, ,,,,
17/09/2015,9.3,100,18.5,7.44,207,,3.8,0.005,0.013,0.01,0.49,,0.7,, ,2.7,,,
17/09/2015,,,,,,,,0.005,0.015,0.01,0.49,,0.76,, ,2.7,,,
17/09/2015,,,,,,,,,,,,,,, ,,,,
13/10/2015,8.4,91.4,19.7,7,227,,2.1,0.005,0.016,0.05,0.36,,0.64,, ,6.7,,,
13/10/2015,,,,,,,,0.005,0.014,0.06,0.35,,0.65,, ,6.3,,,
13/10/2015,,,,,,,,,,,,,,, ,,,,
26/10/2015,8.2,93.3,20.9,6.95,225,,2.8,0.006,0.015,0.005,0.36,,0.6,, ,6.2,,,
26/10/2015,,,,,,,,0.006,0.015,0.005,0.35,,0.6,, ,6.2,,,
26/10/2015,,,,,,,,,,,,,,, ,,,,
18/11/2015,7.6,89.5,23,7.32,299,,6.9,0.006,0.016,0.02,0.37,,0.67,, ,3.4,,,
18/11/2015,,,,,,,,0.006,0.016,0.01,0.37,,0.68,, ,4.4,,,
18/11/2015,,,,,,,,,,,,,,, ,,,,
09/12/2015,7.2,87.7,24.7,7.17,211,,2.5,0.007,0.016,0.01,0.34,,0.61,, ,4.1,,,
09/12/2015,,,,,,,,0.006,0.016,0.01,0.35,,0.62,, ,2.9,,,
09/12/2015,,,,,,,,,,,,,,, ,,,,
06/01/2016,7.5,85.8,21.9,7.39,320,,22,0.024,0.054,0.28,0.19,,0.79,, ,3.7,,,
06/01/2016,,,,,,,,0.024,0.046,0.28,0.19,,0.78,, ,4,,,
06/01/2016,,,,,,,,,,,,,,, ,,,,
18/01/2016,8.2,94.8,27.1,7.01,262,,6.7,0.008,0.019,0.01,0.15,,0.4,, ,3.8,,,
18/01/2016,,,,,,,,0.008,0.018,0.01,0.14,,0.41,, ,3.5,,,
18/01/2016,,,,,,,,,,,,,,, ,,,,
08/02/2016,7.7,91.3,24,7.2,247,,13,0.008,0.024,0.02,0.21,,0.53,, ,5.7,,,
08/02/2016,,,,,,,,0.008,0.024,0.02,0.22,,0.53,, ,4.3,,,
08/02/2016,,,,,,,,,,,,,,, ,,,,
04/03/2016,7.9,97.4,25.9,7.34,218,,4.8,0.009,0.026,0.005,0.21,,0.56,, ,13.1,,,
04/03/2016,,,,,,,,0.007,0.026,0.005,0.21,,0.56,, ,13.4,,,
04/03/2016,,,,,,,,,,,,,,, ,,,,
21/03/2016,6.7,78.5,22.2,7.13,253,,6.4,0.006,0.018,0.04,0.35,,0.65,, ,6.9,,,
21/03/2016,,,,,,,,0.006,0.016,0.04,0.35,,0.68,, ,5.5,,,
21/03/2016,,,,,,,,,,,,,,, ,,,,
13/04/2016,7.6,84.2,20.5,7.26,284,,5.3,0.007,0.018,0.03,0.54,,0.83,, ,9.9,,,
13/04/2016,,,,,,,,0.007,0.019,0.03,0.55,,0.86,, ,9.2,,,
13/04/2016,,,,,,,,,,,,,,, ,,,,
06/05/2016,8,81.1,16.3,6.94,313,,5.8,0.007,0.02,0.08,0.81,,1.23,, ,5.5,,,
06/05/2016,,,,,,,,0.007,0.02,0.08,0.85,,1.24,, ,5.3,,,
06/05/2016,,,,,,,,,,,,,,, ,,,,
24/05/2016,8,78.8,13.5,7.37,345,,5,0.01,0.022,0.17,1.59,,1.89,, ,3,,,
24/05/2016,,,,,,,,0.009,0.025,0.17,1.58,,1.9,, ,3.1,,,
24/05/2016,,,,,,,,,,,,,,, ,,,,
15/06/2016,10.2,94.2,11.9,6.65,200,,13,0.007,0.016,0.12,0.54,,0.84,, ,0.4,,,
15/06/2016,,,,,,,,0.006,0.015,0.12,0.53,,0.83,, ,0.7,,,
15/06/2016,,,,,,,,,,,,,,, ,,,,
04/07/2016,9.9,87.3,9.9,7.45,257,,8.4,0.006,0.02,0.08,0.69,,0.98,, ,1,,,
04/07/2016,,,,,,,,0.007,0.017,0.08,0.69,,0.92,, ,1.1,,,
04/07/2016,,,,,,,,,,,,,,, ,,,,
29/07/2016,10.2,93.8,11.6,7.45,284,,9,0.01,0.02,0.02,0.47,,0.82,, ,1.7,,,
29/07/2016,,,,,,,,0.01,0.023,0.03,0.47,,0.82,, ,1.7,,,
29/07/2016,,,,,,,,,,,,,,, ,,,,
18/08/2016,9.7,92,13,7.05,320,,3.7,0.007,0.012,0.05,0.96,,1.09,, ,7.8,,,
18/08/2016,,,,,,,,0.004,0.011,0.05,0.97,,1.09,, ,3.6,,,
18/08/2016,,,,,,,,,,,,,,, ,,,,
09/09/2016,10.1,101,15.7,7.34,334,,9.8,0.011,0.023,0.02,0.47,,0.75,, ,8.1,,,
09/09/2016,,,,,,,,0.01,0.024,0.02,0.47,,0.84,, ,5.7,,,
28/09/2016,8.4,89.2,17.8,6.83,261,,3.7,0.005,0.013,0.05,0.56,,0.83,, ,3.2,,,
28/09/2016,,,,,,,,0.005,0.014,0.05,0.56,,0.85,, ,2.9,,,
18/10/2016,8.3,88.5,18.5,7.01,266,,2.9,0.004,0.012,0.1,0.97,,1.2,, ,3.6,,,
18/10/2016,,,,,,,,0.004,0.013,0.1,0.97,,1.18,, ,4.8,,,
07/11/2016,7.7,87.8,21.4,7.03,297,,2.9,0.005,0.014,0.02,1.11,,1.33,, ,4.5,,,
07/11/2016,,,,,,,,0.004,0.015,0.02,1.07,,1.32,, ,4.4,,,
01/12/2016,7.4,91.2,25.3,7.11,265,,2.5,0.004,0.013,0.05,0.48,,0.85,, ,6.4,,,
01/12/2016,,,,,,,,0.004,0.012,0.05,0.48,,0.83,, ,5.9,,,
19/12/2016,6.6,76.8,23,7.12,401,,10,0.005,0.019,0.26,0.31,,0.85,, ,7.5,,,
19/12/2016,,,,,,,,0.006,0.02,0.27,0.3,,0.81,, ,7.2,,,
10/01/2017,13.7,172,26.7,7.14,277,,7,0.006,0.018,0.005,0.14,,0.49,, ,9.5,,,
10/01/2017,,,,,,,,0.006,0.017,0.005,0.14,,0.48,, ,9.4,,,
31/01/2017,7.6,102,30.5,7.34,195,,2.3,0.005,0.011,0.01,0.12,,0.39,, ,5.3,,,
31/01/2017,,,,,,,,0.005,0.011,0.01,0.13,,0.39,, ,5.7,,,
23/02/2017,8.2,104,28,7.42,240,,51,0.006,0.019,0.01,0.17,,0.45,, ,7.6,,,
23/02/2017,,,,,,,,0.007,0.018,0.01,0.18,,0.44,, ,8,,,
12/03/2017,,,,,,,,0.013,0.022,0.02,0.5,,0.8,, ,7.7,,,
12/03/2017,8.1,97.3,23.9,7.31,203,,10,0.014,0.024,0.02,0.49,,0.82,, ,9.5,,,
