Date,Sal_gperL,Temp_degC,TSS_mgperL,DO_mgperL,Ammonia_mgperL,NOx_mgperL,TN_mgperL,TP_mgperL,SiO2_mgperL,FRP_mgperL,TOC_mgperL,TON_mgperL,DOC_mgperL,Chlorophyll_mgperm3,Ecoli_cfuper100mL,FaecalColiform_cfuper100mL
03/09/2013 00:00,,18.9,,10.6,0.005,0.14,0.44,0.017,,0.006,,,,7.9,,
03/09/2013 00:00,,,,,0.005,0.14,0.45,0.018,,0.005,,,,8.9,,
26/09/2013 00:00,,21.3,,10.8,0.005,0.31,0.6,0.018,,0.003,,,,13.4,,
26/09/2013 00:00,,,,,0.005,0.3,0.6,0.023,,0.005,,,,14.3,,
15/10/2013 00:00,,21.1,,9,0.01,0.01,0.34,0.019,,0.005,,,,22.4,,
15/10/2013 00:00,,,,,0.01,0.01,0.35,0.018,,0.004,,,,22.7,,
06/11/2013 00:00,,22.4,,8,0.03,0.02,0.29,0.018,,0.005,,,,4.6,,
06/11/2013 00:00,,,,,0.02,0.02,0.3,0.019,,0.005,,,,4.9,,
26/11/2013 00:00,,22.2,,7.5,0.01,0.12,0.52,0.037,,0.006,,,,17.1,,
26/11/2013 00:00,,,,,0.01,0.12,0.49,0.03,,0.007,,,,15.3,,
17/12/2013 00:00,,26.9,,7.4,0.01,0.01,0.33,0.024,,0.008,,,,7.3,,
17/12/2013 00:00,,,,,0.02,0.01,0.36,0.026,,0.007,,,,5.5,,
07/01/2014 00:00,,26.6,,5.7,0.02,0.01,0.34,0.022,,0.006,,,,7.9,,
07/01/2014 00:00,,,,,0.02,0.01,0.35,0.023,,0.006,,,,7.9,,
30/01/2014 00:00,,26.8,,7.9,0.01,0.01,0.38,0.022,,0.004,,,,9.4,,
30/01/2014 00:00,,,,,0.01,0.01,0.38,0.023,,0.006,,,,8.8,,
19/02/2014 00:00,,25.2,,6.2,0.02,0.01,0.37,0.029,,0.006,,,,14.5,,
19/02/2014 00:00,,,,,0.02,0.01,0.36,0.03,,0.006,,,,19.9,,
12/03/2014 00:00,,25.5,,5.8,0.005,0.01,0.31,0.017,,0.005,,,,13,,
12/03/2014 00:00,,,,,0.005,0.01,0.31,0.019,,0.004,,,,13.2,,
04/04/2014 00:00,,22.4,,6.8,0.02,0.22,0.52,0.023,,0.009,,,,7.4,,
04/04/2014 00:00,,,,,0.03,0.23,0.55,0.025,,0.011,,,,6.3,,
22/04/2014 00:00,,20.6,,8.1,0.02,0.17,0.43,0.019,,0.007,,,,6,,
22/04/2014 00:00,,,,,0.02,0.17,0.43,0.019,,0.007,,,,6.5,,
13/05/2014 00:00,,19,,9.6,0.02,0.3,0.58,0.028,,0.011,,,,8.2,,
13/05/2014 00:00,,,,,0.02,0.3,0.59,0.028,,0.01,,,,8.1,,
05/06/2014 00:00,,16.8,,8.9,0.03,0.3,0.55,0.021,,0.006,,,,6.2,,
05/06/2014 00:00,,,,,0.03,0.3,0.55,0.021,,0.006,,,,6.7,,
24/06/2014 00:00,,13.6,,9.6,0.01,0.29,0.57,0.02,,0.006,,,,5.2,,
24/06/2014 00:00,,,,,0.02,0.3,0.55,0.019,,0.006,,,,5.1,,
16/07/2014 00:00,,12.3,,9.5,0.01,0.24,0.45,0.015,,0.006,,,,6.9,,
16/07/2014 00:00,,,,,0.01,0.24,0.46,0.015,,0.009,,,,6.9,,
16/07/2014 00:00,,,,,,,,,,,,,,,,
07/08/2014 00:00,,13.5,,10.7,0.01,0.24,0.5,0.014,,0.003,,,,8.8,,
07/08/2014 00:00,,,,,0.01,0.24,0.48,0.016,,0.003,,,,9.2,,
07/08/2014 00:00,,,,,,,,,,,,,,,,
29/08/2014 00:00,,14,,10.5,0.05,0.25,0.65,0.064,,0.017,,,,2.3,,
29/08/2014 00:00,,,,,0.05,0.25,0.66,0.064,,0.017,,,,2.1,,
29/08/2014 00:00,,,,,,,,,,,,,,,,
19/09/2014 00:00,,17.9,,9.5,0.01,0.14,0.41,0.018,,0.005,,,,10.4,,
19/09/2014 00:00,,,,,0.01,0.14,0.41,0.018,,0.005,,,,8.7,,
19/09/2014 00:00,,,,,,,,,,,,,,,,
09/10/2014 00:00,,22,,8.4,0.02,0.04,0.29,0.013,,0.004,,,,6,,
09/10/2014 00:00,,,,,0.02,0.04,0.26,0.013,,0.004,,,,6.4,,
09/10/2014 00:00,,,,,,,,,,,,,,,,
29/10/2014 00:00,,24.6,,9.7,0.01,0.06,0.4,0.02,,0.006,,,,12.5,,
29/10/2014 00:00,,,,,0.01,0.06,0.43,0.022,,0.006,,,,13.4,,
29/10/2014 00:00,,,,,,,,,,,,,,,,
21/11/2014 00:00,,27.1,,8.2,0.01,0.005,0.3,0.014,,0.006,,,,6.3,,
21/11/2014 00:00,,,,,0.01,0.01,0.31,0.016,,0.005,,,,5.9,,
21/11/2014 00:00,,,,,,,,,,,,,,,,
16/12/2014 00:00,,25.4,,8.1,0.01,0.11,0.43,0.02,,0.007,,,,13.6,,
16/12/2014 00:00,,,,,0.01,0.11,0.47,0.021,,0.007,,,,14.9,,
16/12/2014 00:00,,,,,,,,,,,,,,,,
09/01/2015 00:00,,29.1,,7.2,0.02,0.01,0.34,0.019,,0.006,,,,5.7,,
09/01/2015 00:00,,,,,0.02,0.01,0.35,0.018,,0.008,,,,6.8,,
09/01/2015 00:00,,,,,,,,,,,,,,,,
22/01/2015 00:00,,27.4,,7.9,0.02,0.01,0.4,0.025,,0.009,,,,8.1,,
22/01/2015 00:00,,,,,0.01,0.01,0.38,0.02,,0.007,,,,6.9,,
22/01/2015 00:00,,,,,,,,,,,,,,,,
13/02/2015 00:00,,26.7,,8.1,0.02,0.13,0.45,0.017,,0.005,,,,6.4,,
13/02/2015 00:00,,,,,0.02,0.13,0.48,0.018,,0.006,,,,4.7,,
13/02/2015 00:00,,,,,,,,,,,,,,,,
03/03/2015 00:00,,25.7,,7.3,0.04,0.12,0.5,0.021,,0.006,,,,7.6,,
03/03/2015 00:00,,,,,0.04,0.12,0.51,0.022,,0.006,,,,8.8,,
03/03/2015 00:00,,,,,,,,,,,,,,,,
26/03/2015 00:00,,23.9,,8,0.02,0.17,0.47,0.015,,0.005,,,,4.4,,
26/03/2015 00:00,,,,,0.02,0.17,0.47,0.014,,0.005,,,,4.4,,
26/03/2015 00:00,,,,,,,,,,,,,,,,
17/04/2015 00:00,,,,,0.01,0.23,0.57,0.014,,0.006,,,,5.2,,
17/04/2015 00:00,,21.8,,8.1,0.02,0.24,0.55,0.014,,0.005,,,,5.5,,
17/04/2015 00:00,,,,,,,,,,,,,,,,
05/05/2015 00:00,,18.6,,9.6,0.03,0.22,0.53,0.029,,0.014,,,,1.2,,
05/05/2015 00:00,,,,,0.03,0.22,0.53,0.03,,0.014,,,,1.4,,
05/05/2015 00:00,,,,,,,,,,,,,,,,
28/05/2015 00:00,,15.2,,9.4,0.01,0.2,0.56,0.025,,0.01,,,,14.3,,
28/05/2015 00:00,,,,,0.01,0.2,0.56,0.025,,0.01,,,,13.3,,
28/05/2015 00:00,,,,,,,,,,,,,,,,
18/06/2015 00:00,,14,,9.5,0.04,0.39,0.7,0.018,,0.008,,,,4.2,,
18/06/2015 00:00,,,,,0.04,0.39,0.69,0.016,,0.007,,,,3.6,,
18/06/2015 00:00,,,,,,,,,,,,,,,,
17/07/2015 00:00,,10.6,,10.2,0.01,0.65,0.97,0.028,,0.008,,,,6.8,,
17/07/2015 00:00,,,,,0.01,0.65,1.02,0.03,,0.009,,,,7,,
17/07/2015 00:00,,,,,,,,,,,,,,,,
08/08/2015 00:00,,12.5,,10.2,0.01,0.4,0.68,0.015,,0.006,,,,4.1,,
08/08/2015 00:00,,,,,0.02,0.41,0.69,0.015,,0.007,,,,4.2,,
08/08/2015 00:00,,,,,,,,,,,,,,,,
27/08/2015 00:00,,12.4,,10.2,0.02,0.63,1.01,0.037,,0.007,,,,10.8,,
27/08/2015 00:00,,,,,0.02,0.61,1.02,0.04,,0.008,,,,11.5,,
27/08/2015 00:00,,,,,,,,,,,,,,,,
18/09/2015 00:00,,18.9,,10,0.01,0.11,0.46,0.016,,0.006,,,,7.2,,
18/09/2015 00:00,,,,,0.01,0.1,0.44,0.016,,0.006,,,,7.4,,
18/09/2015 00:00,,,,,,,,,,,,,,,,
15/10/2015 00:00,,24,,7.7,0.01,0.14,0.45,0.016,,0.004,,,,5.6,,
15/10/2015 00:00,,,,,0.01,0.13,0.45,0.016,,0.004,,,,6.2,,
30/10/2015 00:00,,20.2,,8.7,0.01,0.21,0.52,0.016,,0.004,,,,9.1,,
30/10/2015 00:00,,,,,0.01,0.21,0.48,0.016,,0.004,,,,7,,
17/11/2015 00:00,,22.2,,8.3,0.01,0.39,0.83,0.039,,0.011,,,,9.7,,
17/11/2015 00:00,,,,,0.01,0.39,0.87,0.042,,0.009,,,,10.2,,
09/12/2015 00:00,,27.7,,8.1,0.02,0.01,0.45,0.027,,0.007,,,,24,,
09/12/2015 00:00,,,,,0.02,0.01,0.46,0.023,,0.005,,,,24.5,,
05/01/2016 00:00,,22,,7,0.02,0.05,0.38,0.028,,0.013,,,,13.1,,
05/01/2016 00:00,,,,,0.02,0.05,0.4,0.029,,0.009,,,,13.4,,
21/01/2016 00:00,,29.5,,8.5,0.01,0.12,0.52,0.02,,0.006,,,,9.2,,
21/01/2016 00:00,,,,,0.01,0.12,0.53,0.024,,0.006,,,,9,,
21/01/2016 00:00,,29.6,,8.2,0.01,0.13,0.54,0.02,,0.007,,,,7.2,,
27/01/2016 00:00,,,,,,,,,,,,,,,,
02/02/2016 00:00,,23.3,,6.2,0.06,0.25,0.79,0.064,,0.023,,,,3.8,,
10/02/2016 00:00,,25.1,,7.9,0.02,0.16,0.76,0.051,,0.014,,,,20.6,,
10/02/2016 00:00,,,,,0.02,0.16,0.79,0.05,,0.017,,,,18.8,,
10/02/2016 00:00,,25.1,,7.9,0.02,0.16,0.89,0.123,,0.016,,,,17.8,,
17/02/2016 00:00,,28.7,,7.8,0.04,0.1,0.62,0.032,,0.012,,,,7.6,,
23/02/2016 00:00,,28,,7.6,0.03,0.07,0.52,0.03,,0.011,,,,7.9,,
02/03/2016 00:00,,,,,,,,,,,,,,,,
02/03/2016 00:00,,,,,,,,,,,,,,,,
02/03/2016 00:00,,,,,,,,,,,,,,,,
09/03/2016 00:00,,29.7,,7.8,0.06,0.03,0.45,0.021,,0.012,,,,3.5,,
09/03/2016 00:00,,,,,0.05,0.02,0.45,0.02,,0.009,,,,4.1,,
09/03/2016 00:00,,29.6,,7.8,0.06,0.03,0.45,0.02,,0.011,,,,9.1,,
15/03/2016 00:00,,27.2,,7.2,0.02,0.01,0.4,0.02,,0.007,,,,9.1,,
22/03/2016 00:00,,23.5,,7.1,0.07,0.15,0.64,0.019,,0.007,,,,12.3,,
22/03/2016 00:00,,,,,0.07,0.15,0.66,0.022,,0.008,,,,12.3,,
22/03/2016 00:00,,,,,,,,,,,,,,,,
31/03/2016 00:00,,23.5,,8.1,0.03,0.06,0.41,0.015,,0.007,,,,8.1,,
05/04/2016 00:00,,24,,8.9,0.04,0.06,0.39,0.014,,0.006,,,,8.3,,
14/04/2016 00:00,,22.8,,8,0.05,0.09,0.46,0.017,,0.006,,,,7.7,,
14/04/2016 00:00,,,,,0.05,0.08,0.47,0.017,,0.006,,,,7.8,,
14/04/2016 00:00,,,,,,,,,,,,,,,,
18/04/2016 00:00,,22.8,,7.2,0.07,0.09,0.48,0.017,,0.006,,,,9.3,,
29/04/2016 00:00,,20.9,,8.1,0.04,0.12,0.42,0.011,,0.006,,,,7.2,,
05/05/2016 00:00,,20,,7.5,0.05,0.13,0.43,0.014,,0.006,,,,7.1,,
05/05/2016 00:00,,,,,0.05,0.13,0.44,0.014,,0.006,,,,6.6,,
05/05/2016 00:00,,,,,,,,,,,,,,,,
10/05/2016 00:00,,19.4,,8.5,0.04,0.12,0.44,0.016,,0.005,,,,10,,
10/05/2016 00:00,,,,,,,,,,,,,,,,
19/05/2016 00:00,,,,,,,,,,,,,,,,
19/05/2016 00:00,,,,,,,,,,,,,,,,
25/05/2016 00:00,,16.7,,8.2,0.02,0.15,0.46,0.011,,0.004,,,,9.9,,
25/05/2016 00:00,,,,,0.02,0.16,0.46,0.011,,0.004,,,,9.9,,
17/06/2016 00:00,,,,,,,,,,,,,,,,
17/06/2016 00:00,,,,,,,,,,,,,,,,
06/07/2016 00:00,,,,,,,,,,,,,,,,
06/07/2016 00:00,,,,,,,,,,,,,,,,
28/07/2016 00:00,,,,,,,,,,,,,,,,
28/07/2016 00:00,,,,,,,,,,,,,,,,
17/08/2016 00:00,,,,,,,,,,,,,,,,
17/08/2016 00:00,,,,,,,,,,,,,,,,
09/09/2016 00:00,,,,,,,,,,,,,,,,
09/09/2016 00:00,,,,,,,,,,,,,,,,
26/09/2016 00:00,,,,,,,,,,,,,,,,
26/09/2016 00:00,,,,,,,,,,,,,,,,
18/10/2016 00:00,,19.9,,9.3,0.01,0.15,0.49,0.017,,0.006,,,,4.5,,
18/10/2016 00:00,,,,,0.01,0.15,0.47,0.015,,0.006,,,,5.3,,
11/11/2016 00:00,,26.4,,8.8,0.01,0.01,0.38,0.017,,0.005,,,,11.8,,
11/11/2016 00:00,,,,,0.01,0.01,0.36,0.015,,0.005,,,,7.1,,
28/11/2016 00:00,,,,,0.01,0.01,0.42,0.019,,,,,,,,
02/12/2016 00:00,,25,,8,0.02,0.01,0.35,0.016,,0.005,,,,15.7,,
02/12/2016 00:00,,,,,0.01,0.01,0.38,0.018,,0.005,,,,17.3,,
20/12/2016 00:00,,23.7,,7.7,0.01,0.17,0.55,0.023,,0.007,,,,13.9,,
20/12/2016 00:00,,,,,0.01,0.17,0.56,0.023,,0.008,,,,16.2,,
12/01/2017 00:00,,27.9,,7.7,0.02,0.01,0.32,0.018,,0.006,,,,6.9,,
12/01/2017 00:00,,,,,0.03,0.1,0.48,0.025,,0.007,,,,11.2,,
30/01/2017 00:00,,29.1,,8.3,0.02,0.07,0.51,0.02,,0.006,,,,8.8,,
30/01/2017 00:00,,,,,0.02,0.07,0.47,0.015,,0.006,,,,8.4,,
23/02/2017 00:00,,27.1,,8.3,0.02,0.13,0.59,0.031,,0.005,,,,8.6,,
23/02/2017 00:00,,,,,0.02,0.13,0.52,0.019,,0.005,,,,8.8,,
14/03/2017 00:00,,23.4,,7.8,0.01,0.27,0.61,0.017,,0.006,,,,5.8,,
14/03/2017 00:00,,,,,0.01,0.27,0.62,0.018,,0.006,,,,4.5,,
28/04/2017 00:00,,19,,7.8,0.03,0.34,0.71,0.021,,0.011,,,,4.2,,
28/04/2017 00:00,,,,,0.03,0.34,0.7,0.023,,0.01,,,,3.6,,
19/05/2017 00:00,,17.8,,9.3,0.01,0.52,0.78,0.017,,0.009,,,,4.8,,
19/05/2017 00:00,,,,,0.01,0.52,0.79,0.017,,0.009,,,,4.8,,
06/06/2017 00:00,,14.4,,9.6,0.02,0.73,0.97,0.016,,0.007,,,,2.6,,
06/06/2017 00:00,,,,,0.02,0.72,0.99,0.016,,0.007,,,,2.6,,
27/06/2017 00:00,,13.1,,10.5,0.01,0.88,1.13,0.015,,0.005,,,,3.8,,
27/06/2017 00:00,,,,,0.01,0.89,1.12,0.014,,0.005,,,,4.2,,
21/07/2017 00:00,,11.8,,10.7,0.01,0.66,1,0.015,,0.006,,,,3.9,,
21/07/2017 00:00,,,,,0.01,0.66,1.02,0.016,,0.006,,,,3.5,,
08/08/2017 00:00,,13.5,,10.2,0.01,0.82,1.19,0.02,,0.008,,,,6,,
08/08/2017 00:00,,,,,0.01,0.83,1.18,0.02,,0.009,,,,6,,
31/08/2017 00:00,,15.3,,10.4,0.01,0.79,1.12,0.016,,0.006,,,,6.6,,
31/08/2017 00:00,,,,,0.01,0.79,1.12,0.016,,0.006,,,,6.9,,
21/09/2017 00:00,,,,,,,,,,,,,,,,
21/09/2017 00:00,,,,,,,,,,,,,,,,
09/10/2017 00:00,,,,,,,,,,,,,,,,
09/10/2017 00:00,,,,,,,,,,,,,,,,
23/11/2017 00:00,,23.8,,8.6,0.01,0.26,0.64,0.016,,0.006,,,,6.4,,
23/11/2017 00:00,,,,,0.01,0.26,0.64,0.017,,0.006,,,,6.3,,
14/12/2017 00:00,,28.8,,7.9,0.03,0.02,0.35,0.015,,0.005,,,,3.6,,
14/12/2017 00:00,,,,,0.005,0.005,0.025,0.001,,0.001,,,,3.2,,
